0,BodyShop,20-07-2023
1,Broker,20-07-2023
2,Dealership,20-07-2023
3,Fleet,20-07-2023
4,HeavyEquipment,20-07-2023
5,Individual,20-07-2023
6,InsuranceCompany,20-07-2023
7,MotorClub,20-07-2023
8,Municipality,20-07-2023
9,Other,20-07-2023
10,PoliceDepartment,20-07-2023
11,PrivateProperty,20-07-2023
12,ReposessionAgency,20-07-2023
13,ServiceShop,20-07-2023
14,StorageFacility,20-07-2023
15,Transport,20-07-2023
